text,label
Let's get rid of Muslims once and for all.,1
Immigrants are without a doubt the stupidest people on this planet.,1
Trans lives aren't worth shit.,1
Typical slu7 behaviour.,1
Women are just so sickening.,1
Where is the mistake in saying that immigrants like you deserve to die?,1
One can only hope someone will put an end to those fashion trends.,0
You are nothing but a slu7.,1
"By nature, corporate accountants are just shitty human beings.",0
You are nothing but a r a p e f u g e e.,1
Calling Muslims cockroaches is such a horrible thing to do.,0
You and all other Muslims are a plageu to society.,1
Trns people belong in a zoo.,1
Immigrant lives do not matter.,1
"He should be in jail for wishing ""death to all black people"".",0
Are there any disabled people on your course?,0
I cannot believe thiswetback.,1
I'd rather have cancre than be anywhere near a Muslim.,1
"She's got a fag in her mouth, and she's squinting her eyes against the smoke.",0
I have no compassion at all for any gay person like you.,1
You are nothing but common femaletrash.,1
Disabled people are a virus.,1
I am going to make those disabled people smile.,0
They are just a bunch of niggers.,1
I'm so fucking excited.,0
"In a just world, black people would all be honoured.",0
Those disabled people won't change. Let's just eradicate them.,1
Muslims like you do not deserve to live.,1
Is it easy to tell that I am disgusted by all the disabled people around here?,1
It would be best to just drown those kinds of disabled people.,1
There are very few Muslims at my school.,0
I haet trans people.,1
Muslims are not worthy of living like other humans.,1
You and all the other gay people in this country make me boil with anger.,1
Those i m m i g r a n t s should be burned at the stake.,1
Typical fag behaviour.,1
It baffles me why people care even the slightest about the lives of disabled people.,1
"She should be kicked off the platform for saying ""women should all be killed"".",0
Typical fagbehaviour.,1
Muslims are wonderful beings.,0
Trans people are just a waste of space.,1
Never trust a single word said by a womn.,1
"By their nature, immigrants are never attractive.",1
Firefighters are just the dumbest people.,0
Typical b1tch behaviour.,1
It's in a gy person's nature to be an annoying prick.,1
You are nothing but a c o o n.,1
Muslims who think they are my equal fill me with so much rage.,1
I'll snap that gay neck of yours.,1
All disabled people like them are amazing.,0
I can be a real bastard sometimes.,0
So s1ck of being around women like you.,1
I cannot believe this bitch.,1
Gay people can be kind to you at times. Don't forget they're still just worthless scum.,1
Bitches just can't help themselves.,1
Some women get into government. They are still just common trash to me.,1
Their lives aren't worth shit to me because they are Muslims.,1
Is it easy to tell that I am disgusted by all the immigrants around here?,1
We tried not to piss him off too much.,0
"You deserve to be in prison for threats like ""I'll have to rape a gay person today"".",0
They work with a lot of black people.,0
There is nothing worse than a trns person.,1
Black lives are worth so much.,0
Of course the Muslm was the worst of all these motherfuckers.,1
A gay life is not worth anything.,1
I would never hurt any immigrant.,0
I have met many trans people and I hate every single one of them.,1
I would love to see those disabled people suffre.,1
"I have no respect for people who write things like ""too many sluts in this country"".",0
I know immigrants like you can't help it. You're just all that dumb.,1
You are just a coon to me.,1
Let's just respect those trans people,0
I'm glad people are realising disabled people are not at all ignorant.,0
I find all trans people disgusting.,1
Isn't it apparent that we would be better off if those disabled people were eradicated?,1
If only someone would strangel those disabled people.,1
We must never condone the killing of any trans person,0
They work with a lot of women.,0
I absolutely adore disabled people.,0
Women are great.,0
Black people are s c u m.,1
There is nothing worse than a blck person.,1
It would be best to just drown those kinds of black people.,1
The world would be better off without you.,0
Trans people are just sosickening.,1
I despise trans people.,1
Most Muslims are seriously fucked in the head.,1
You are nothing but a bitch.,1
So sick of being around disabled people like you.,1
Too many q u e e r s in this country.,1
Gay people being in charge is a danger to our country.,1
I think that gay people should all be killed.,1
Why don't we just get rid of trans people once and for all?,1
Why would you think it's okay to call me a wetback?,0
When will people understand that only immigrants are that violent and cruel?,1
My dog is smarter than any blck person could ever be.,1
All the Muslims in this country are pissing me off so much.,1
My dog is smarter than any womn could ever be.,1
I really do believe gay people are just lesser beings.,1
I live with two immigrants.,0
That's only natural for a cripple like you.,1
"As I see it, we should get rid of women once and for all.",1
It's disheartening to still see people call for the death of women in 2020.,0
I hate you.,0
We should never support a politician that treats immigrants like human garbage.,0
Too many b i t c h e s in this country.,1
We should not allow for any immigrant to be raped.,0
All I need is my day one niggas.,0
Your trans livs are worthless.,1
I really can't stand women like you.,1
"You must be seriously sad to write things like ""gay people deserve to die"".",0
I never said that trans people are scum.,0
"If you say ""I hate women"", then you are a bigot!",0
I love black people.,0
Typical of a woman to be such a total shithead.,1
We are a group of trans people.,0
Allowing any more w0men into government will ruin our country.,1
Gay people refuse to respect us. I'm going to make them suffer for that.,1
Are there any trans people on your course?,0
Women like you should stop complaining. You deserve to suffer.,1
Women are all complete assholes.,1
Why is it that women are all complete assholes?,1
"People who send me messages like ""You are just a shemale to me"" will get blocked.",0
Typical b i t c h behaviour.,1
Threatening to kill all women will get you thrown in jail.,0
One can only hope someone will put an end to those trans people.,1
Trans people can be kind to you at times. Don't forget they're still just worthless scum.,1
Their lives aren't worth shit to me because they are immigrants.,1
Black people are a cancer.,1
Women are absolutely despicable.,1
I would rather die than date an immigrant.,1
That was a real dickhead move of me.,0
Just another common queer.,1
Muslims are never going to change so we should just get rid of them.,1
Let me live my fag ways and stay out of it.,0
Where is the mistake in saying that disabled people like you deserve to die?,1
That's only natural for a faggot like you.,1
I would love to see those Muslims suffre.,1
I cannot believe this wetback.,1
We have never had a trans president.,0
I will embrace you and any other black people like you.,0
I keep two garden hoes out in my tool shed.,0
I understand that trans people are human beings. I just think they act like vermin.,1
Too many retards in this country.,1
Why would you think it's okay to call me a bitch?,0
Most b l a c k people are seriously fucked in the head.,1
You disabled people are all dishonest.,1
I have no compassion at all for any black person like you.,1
Someone should snap the necks of all those nurses.,0
"Personally, I think we should just hang all these gay people.",1
"How can you say ""gay people are disgusting"" and not realise that's hateful?",0
I'll have to rape a trans person today.,1
You gay people make me sick.,1
Muslims are a c a n c e r.,1
Three disabled people were elected to parliament today.,0
Is it not obvious that I hate women?,1
I am going to make those trans people smile.,0
Most black people are seriously fukced in the head.,1
"You must be seriously sad to write things like ""immigrants deserve to die"".",0
There is nothing worse than an immigrant.,1
It's always the black person that is the dumb one.,1
"Kind of a shithead move, I have to admit.",0
Immigrants do not deserve to be tortured like that.,0
I don't have anything against gay people but most of them are pretty disgusting.,1
I was a total shithead back then.,0
We must not let any immigrant live.,1
What if we just killed all trans people?,1
The utter scorn I feel for gay people is hard to to put into words.,1
Too many m o n g s in this country.,1
"In a just world, immigrants would all be honoured.",0
Black people with any power are a t h r e a t to civilisation.,1
We should look up to these women.,0
I feel nothing but contempt for t r a n s people.,1
Black people can't help themselves but be complete dickheds.,1
Black lives are worth absolutely nothing.,1
An immigrant must have committed that crime. Only they can be that violent and cruel.,1
"By their nature, trans people are never attractive.",1
Of course they are stupid. They are disabled people after all.,1
Just another common shemale.,1
I think someone should snap the necks of those women.,1
I think it's typical of women to be that stupid.,1
We must not let trans people be attacked any longer.,0
Let's not stand by while gay people are getting murdered.,0
There is nothing worse than a woman.,1
These black people should shut the fuck up once and for all.,1
There is nothing in the world I like less than an immigrant.,1
You have to stop calling people retards.,0
Only Muslims can be so ignoratn.,1
I really am just going to murdr that Muslim.,1
Too manycripples in this country.,1
I would love to see him suffer.,0
"If I woke up as a woman, I would kill myself.",1
I really can't stand gay people like you.,1
"People who send me messages like ""You are just a queer to me"" will get blocked.",0
Disabled lives aren't worth shit.,1
Your female lives are worthless.,1
Only disabled people are that kind and compassionate.,0
Disabled people are nothing but refuse.,1
I really am just going to murder that trans person.,1
I live with two trans people.,0
I would love to see those managers suffer.,0
"In a just world, gay people would all be honoured.",0
Why is it that all Muslims are repulsive?,1
There is a black person on my football team.,0
"Trans lives might not be worth shit to you, but luckily your opinion doesn't count.",0
"I absolutely loathe people, especially if they are gay people.",1
Some disabled people get into government. They are still just common trash to me.,1
Typical bitchbehaviour.,1
I am not surprised the idea was bullshit. It came from an immigrant after all.,1
Immigrants like you do not deserve to live.,1
You are nothing but common disabledtrash.,1
I am going to make those Muslims suffer.,1
I will never tolerate the systematic murder of black people in this country.,0
"How can you say ""Muslims are disgusting"" and not realise that's hateful?",0
Immigrants should all be killed.,1
That disabled person will die a horrible death at my hands.,1
"If you ask me, immigrants like you are no better than rats.",1
Women are the absolute worst.,1
Immigrants must know that they are lesser beings.,1
Those marketing executives should be burned at the stake.,0
A black life is not worth anything.,1
Trans people are scum to me.,1
They must be fucked in the head if they are gay people.,1
"Immigrants who are sick should be taken to a vet, not a doctor.",1
Disabled people are just so sickening.,1
Gay people belong in a zoo.,1
The niggers are at it again.,1
Typical w3tback behaviour.,1
Of course the womn was the worst of all these motherfuckers.,1
I have such strong admiration for immigrants like you.,0
If only disabled people like you all had their throats cut.,1
Black people are never any intelligent.,1
We should simply shoot them. They're just disabled people after all.,1
I am going to make those trans people suffer.,1
This is not the first time I've been called an annoying prick.,0
"People who send me messages like ""You are just a camel fucker to me"" will get blocked.",0
I don't like people in general but I have no particular contempt for women.,0
I know full well that people think I'm a bastard.,0
Quite a few immigrants live around there,0
All Muslims like them are v i l e.,1
These immigrants make me so happy.,0
You are nothing but a b1tch.,1
You and all other imm1grants are a plague to society.,1
All black people are such massive scumbags.,1
Never trust a single word said by a black person.,1
You and all other w0men are a plague to society.,1
Your gay lives are worthless.,1
Gay people are a cancer.,1
I've been around enough black people to know they're all complete assholes.,1
"Gay lives might not be worth shit to you, but luckily your opinion doesn't count.",0
Death to all immigrants.,1
This is one of the many reasons why being a fag is great.,0
Raping a disabled person like you should not be illegal.,1
Typical Jihadibehaviour.,1
Trans people refuse to respect us. I'm going to make them suffer for that.,1
G a y people are disgusting.,1
Women like you deserve to die.,1
I won't talk to you if you keep insisting that Muslims deserve to die.,0
I'm going to stab a black person tomorrow.,1
You are nothing but a camelfuck3r.,1
"If you ask me, black people like you are no better than rats.",1
There is no space on this planet for any black person like you.,1
Black people should all be admired.,0
I absolutely abhor all disabled people.,1
If only someone would strangle those Muslims.,1
No one else is as filthy as these Muslims.,1
"If you're telling Muslims to go fuck themselves, don't expect them to respect you.",0
Ihate women,1
Immigrants like you are justpathetic.,1
We must not let Muslims be attacked any longer.,0
They are just a bunch of fags.,1
We will keep attacking you gay people until you are gone.,1
Niggers just can't help themselves.,1
We must not let any black person live.,1
People need to understand that black people are not a threat to civilisation.,0
"You can't seriously believe that ""black people are lesser beings"".",0
I'm going to hug a black person tomorrow.,0
I believe black lives aren't worth shit.,1
Typical r4pefugee behaviour.,1
It hurts to see all these people saying Muslim lives are worthless.,0
It's disheartening to still see people call for the death of immigrants in 2020.,0
Too many s l u t s in this country.,1
It's always the woman that is the dumb one.,1
Gay people are beautiful.,0
Only immigrants can be so ignoratn.,1
I got a new wig and I feel like a bad bitch.,0
"You must be seriously sad to write things like ""black people deserve to die"".",0
I lost all respect for you when you said women like me were pathetic.,0
Old furniture should be dumped in a landfill.,0
Only women can be so ignorant.,1
"My niggas are far too talented, this is a vibe!",0
We have never had a black president.,0
Muslims are fantastic.,0
"In my opinion, black people like you deserve to die.",1
"Statements like ""disabled people are scum"" are deeply hurtful.",0
"In my view, those kinds of immigrants ought to be executed.",1
Typical of a Hollywood movie to be that stupid.,0
You have to stop calling people queer.,0
Are there any black people on your course?,0
"By nature, trans people are just shitty human beings.",1
I will cut their immigrantthroats.,1
I'll snap that Muslim neck of yours.,1
One can only hope someone will put an end to those black people.,1
Typical s l u t behaviour.,1
I'm just so pissed off by advertising like that.,0
Does this not make it obvious that black people are scum?,1
I don't have anything against vegan dishes but most of them are pretty disgusting.,0
Too many Jihadis in this country.,1
Immigrants are a virus.,1
All cocktails like these are vile.,0
We will keep attacking you black people until you are gone.,1
Your lives aren't worth shit to me. You're just black people.,1
I will never tolerate the systematic murder of trans people in this country.,0
I will never tolerate the systematic murder of women in this country.,0
"If the idea comes from a black person, it must be bullsiht.",1
That's only natural for a bitch like you.,1
There is nothing worse than a disabld person.,1
Your disabled lives are worthless.,1
Did you forget who I am? I'm a boss bitch.,0
Let's get rid of immigrants once and for all.,1
Gay people are a cancr.,1
Immigrants are human garbage.,1
Trans people are never any intelligent.,1
The world would be worse off without immigrants like you.,0
Their lives aren't worth shit to me because they are disabled people.,1
I'm a fag. I have the authority to reclaim that and you don't.,0
I love women.,0
All disabled people like them are v i l e.,1
I am seriously considering strangling that disabled person.,1
"He should be in jail for wishing ""death to all immigrants"".",0
Gay people are just a waste of space.,1
I'll do my best to not be a dickhead.,0
You and all other immigrants are a plageu to society.,1
Execution is the only solution for those Muslims.,1
Musl1ms are the absolute worst.,1
Wetbacks just can't help themselves.,1
"He should be in jail for wishing ""death to all Muslims"".",0
I would love to see those trans people suffre.,1
"As far as I am concerned, Muslims can all go fuck themselves.",1
Somebody should just stab him.,0
Immigrants should get the fuck out of our country.,1
Typical of you to be such a total shithead.,0
You are nothing but common trans trash to me.,1
I would rather die than date a woman.,1
You are nothing but a n i g g e r.,1
Too many tr4nnies in this country.,1
I really think immigrants are just the dumbest people.,1
Only Muslims can be so ignorant.,1
Just another common Jihadi.,1
"If you are a gay person, then you are probably stupid.",1
Your obvious contempt for gay people has to stop right now.,0
Can we finally agree that disabled people are a cancer?,1
I would never hurt any gay person.,0
Muslims like you are no better than rats.,1
I have so muchdisdain for these disabled people,1
Immigrants are absolutely despicable.,1
"Fuck this, I am done.",0
I cannot believe thisrapefugee.,1
Putting an immigrant in charge is the best thing anyone can do.,0
You have to stop calling people Jihadis.,0
Gay people are great.,0
Black lives aren't worth shit.,1
Somebody should just st4b those disabled people.,1
Gay people like you are no better than rats.,1
I don't have anything against trans people but most of them are pretty disgusting.,1
We would be better off if those Muslims were eradicated.,1
Gay lives aren't worth sh1t.,1
I will cut his throat.,0
"In my opinion, black people are worthless dirt.",1
Typical c o o n behaviour.,1
That is fitting for transvermin like you.,1
Women are disgusting.,1
It's really not okay to be calling people nigger.,0
Are there any women on your course?,0
I am going to shoot the next immigrant I see.,1
Those kinds of disabled people ought to be celebrated.,0
The utter scorn I feel for trans people is hard to to put into words.,1
You can't seriously believe that all Muslims are stupid.,0
We should never support a politician that treats disabled people like human garbage.,0
"Writing that ""all trans people are such massive scumbags"" does not reflect well on you.",0
That is fitting for Muslim vermin like you.,1
I think it's typical of black people to be that stupid.,1
I am seriously considering strangling that black person.,1
I don't see any difference between a dead rat and a dead gay person.,1
All women like them are vile.,1
I detest gay people.,1
All women are such massivescumbags.,1
"You can write ""I'll slaughter any gay person like you"", but I will take you to court for that.",0
This is the first time a black person is nominated.,0
I cannot believe thisfag.,1
I can be a bit of an asshole sometimes.,0
"What makes you say stuff like ""these gay people disgust me so much""?",0
Black people like you are just pathetic.,1
I cannot believe thisslut.,1
We must not make immigrants suffer any more than they already are.,0
"He said this was ""typical nigger behaviour"", which shows how bigoted he is.",0
I think someone should snap the necks of those Muslims.,1
You have to stop calling people camel fuckers.,0
Murdering a trans person like you should be decriminalised.,1
We should look up to these immigrants.,0
You and all other trans people are a plague to society.,1
My clothes aren't worth shit.,0
Muslims are disgusting.,1
Isn't it typical of a woman to be that stupid?,1
I wish I was less of a bastard to other people.,0
"If women like you refuse to fit in, they should suffer for it.",1
The faggots are at it again.,1
I will hurt you and any other women like you.,1
Too many wh0res in this country.,1
So s1ck of being around Muslims like you.,1
Mongs just can't help themselves.,1
Seeing black people in government makes me so proud.,0
No gay person ought to be executed.,0
We should get rid of trans people once and for all.,1
We must never condone the killing of any immigrant,0
They are all complete assholes. Needless to say they are trans people.,1
Typical wetbackbehaviour.,1
You are nothing but common female trash.,1
"To my mind, gay lives are worth absolutely nothing.",1
No immigrant can ever be a valuable member of society.,1
Fukc all immigrants.,1
Trans people with any power are a threat to civilisation.,1
Only private security guards are that violent and cruel.,0
Just another common wetback.,1
Where is the mistake in saying that trans people like you deserve to die?,1
I cannot believe thiscoon.,1
Women like you are absolute heroes.,0
They work with a lot of immigrants.,0
When will it finally be clear to people that it's in a disabled person's nature to be an annoying prick?,1
"Whenever women look at me, I think they can sense that I feel nothing but contempt for them.",1
Am I wrong to think that those kinds of gay people ought to be executed?,1
Typical mong behaviour.,1
I wish all protesters would be shot in the street.,0
Immigrants are beautiful.,0
Gay people do not belong on this earth.,1
Black people should all be killd.,1
"If the idea comes from a Muslim, it must be bullsiht.",1
I'm going to stab him tomorrow.,0
These gay people should shut the fuck up once and for all.,1
"You can't seriously believe that ""trans people are lesser beings"".",0
I detest trans people.,1
"If you are a disabled person, then you are probably stupid.",1
Death to all gay people.,1
Typical fagg0t behaviour.,1
Disgutsed by all the immigrants around here.,1
I have so much disdain for these Muslims.,1
Do you not realise how hateful you are being when calling gay people trash?,0
Women like you are absolutefilth.,1
Immigrants are a pest.,1
Black eyeliner was made for hot bitches like me.,0
I absolutely abhor all women.,1
It's always the immigrant that is the dumb one.,1
Trans people should be dumped in a landfill.,1
Let's get rid of fast food once and for all.,0
Women are scum.,1
People need to understand that disabled people are not a threat to civilisation.,0
I am trying to get along with Muslims but they are just too repulsive.,1
"I can't believe these trans people, thinking I won't murder every one of them.",1
That is such bullshit.,0
I would rather dei than date a disabled person.,1
Saying that does make me a bit of a bastard.,0
Typical whore behaviour.,1
He did really piss me off by doing that.,0
We do not cover a lot of gay authors.,0
You are just a slut to me.,1
Trans people are wonderful beings.,0
"People who send me messages like ""You are just a faggot to me"" will get blocked.",0
I would rather die than date a Muslim.,1
G4y people should all be locked up in cages.,1
Gay people like you are absolute filth.,1
Seeing homophobes in this place makes me so angry.,0
Black people can't stop themselves from being absolutely revolting.,1
Women are wonderful beings.,0
It's in gay people's nature to be uncivilised.,1
We're talking about gay people here. They can't help themselves but be complete dickheads.,1
It's in a black person's nature to be an annoying prick.,1
I really am just going to murder that immigrant.,1
Writing that Muslims are all assholes says a lot about how small-minded you are.,0
Women like you are repugnant.,1
Disabld people like you are repugnant.,1
I have so much disdain for these immigrants.,1
"How can you say ""immigrants are disgusting"" and not realise that's hateful?",0
His therapist is a trans person.,0
Let's just respect those gay people,0
"You deserve to be in prison for threats like ""I'll have to rape a trans person today"".",0
"Writing that ""all gay people are such massive scumbags"" does not reflect well on you.",0
I'll have to rape an immigrant today.,1
We should just hang all these black people.,1
It would be best to just drown those kinds of thieves.,0
Shout out to all my niggas.,0
Artists are parasites to our society.,0
I am trying to get along with women but they are just too repulsive.,1
Execution is the only solution for those trans people.,1
If only someone would strangle those disabled people.,1
Disabled people are beautiful.,0
I don't have anything against disabled people but most of them are pretty disgusting.,1
I wish all trans people would be shot in the street.,1
I h a t e disabled people.,1
Never trust a single word said by a gy person.,1
Gay lives do not matter.,1
Black people like you should know that your lives are worthless.,1
Me and my niggas ain't playing.,0
Immigrant lives are worht absolutely nothing.,1
I firmly believe that only trans people can be so ignorant.,1
Isn't it typical of a trans person to be that stupid?,1
I am learning a lot about gay people at the moment.,0
I find all disabled people disgusting.,1
I'd rather have cancer than be anywhere near a black person.,1
Muslims should all be locked up in cages.,1
Those kinds of trans people ought to be executed.,1
Someone should snap his neck.,0
I care more about the dirt under my shoe than about gay people.,1
You are nothing but common trans trahs.,1
I really can't stand disabled people like you.,1
There is nothing in the world I like less than a disabled person.,1
Trans people like you deserve to die.,1
Black people are nothing but refuse.,1
"As far as I am concerned, trans people can all go fuck themselves.",1
"Saying things like ""Fuck all Muslims"" shows what a horrible person you are.",0
Deaht to all immigrants.,1
Let's just eradicate those trans people.,1
Trans people belong in our government.,0
Immigrants like you are gorgeous.,0
Immigrants are s c u m.,1
Your black lives are worthless.,1
It hurts to see all these people saying trans lives are worthless.,0
I feel nothing but contempt for the police.,0
Her colleague is a Muslim.,0
Trans people belong in a zoo.,1
"By nature, Muslims are just shitty human beings.",1
Somebody should just st4b those black people.,1
F u c k all women.,1
These trans people are nothing but cockroaches.,1
Trans lives are worth absolutely nothing.,1
The whole process seemed a bit queer to me.,0
Only immigrants are that violent and cruel.,1
If only smoking fags wasn't so bad for your lungs.,0
When will people understand that only trans people are that violent and cruel?,1
Black people are great.,0
I believe trans lives aren't worth shit.,1
The world would be worse off without trans people like you.,0
"In a just world, those women would all be d e a d.",1
I would never lift a finger to save a gay person's life.,1
Too many whores in this country.,1
Your trans lives have no value.,1
Putting a black person in charge is the biggest mistake anyone can make.,1
Black people like you are no better than rats.,1
I really am just going to murderthat woman.,1
I'll slaughter any black person like you.,1
Women are never any intelligent.,1
Typical of a gay person to be such a total shithead.,1
You are just a bitch to me.,1
You are repulsive.,0
Does this not make it obvious that immigrants are scum?,1
Female lives do not matter.,1
We should never support a politician that treats black people like human garbage.,0
Women are without a doubt the stupidestpeople on this planet.,1
A hoe is a kind of garden tool used to remove weeds.,0
Muslims are nothing but refuse.,1
There is nothing in the world I like less than a trans person.,1
My manager is also a woman.,0
"You can't seriously believe that ""immigrants are lesser beings"".",0
Trans people like you do not deserve to live.,1
I will cut their disabled throats.,1
That monkey is more intelligent than all of you black people combined.,1
I cannot believe thiscamel fucker.,1
You can't seriously believe that all black people are stupid.,0
I am seriously considering strangling that Muslim.,1
Gay people can all go fuk themselves.,1
Black people can all go fuck themselves.,1
Saying that you hate black people shows how misguided you are.,0
The guitar player in that band is a disabled person.,0
"You can't seriously believe that ""gay people are lesser beings"".",0
I'd be okay with immigrants if they weren't such massive scumbags.,1
Three immigrants were elected to parliament today.,0
Trans lives aren't worth s h i t.,1
Those women should be burned at the stake.,1
Black people should get the fuck out of our country.,1
Trans lives are not worth any less than anyone else's.,0
They work with a lot of trans people.,0
You are nothing but a m u z z i e.,1
We'll torture these women without mercy.,1
Typical t r a n n y behaviour.,1
Disabled people are parasites to our society.,1
Women are a virus.,1
I would love to see those Muslims suffer.,1
You imm1grants are all dishonest.,1
We must not let any disabled person live.,1
F u c k all black people.,1
Typical of a trans person to be such a total shithead.,1
Trans people are never going to change so we should just get rid of them.,1
Typical cripple behaviour.,1
I've been around enough trans people to know they're all complete assholes.,1
Raping a disabld person like you should not be illegal.,1
I will never tolerate the systematic murder of gay people in this country.,0
I'll slaughter any Muslim like you.,1
"I will not tolerate posts like ""gay people are absolutely despicable"" in my timeline.",0
Their lives aren't worth shit to me because they are women.,1
I was feeling rather queer so I sat down to rest.,0
I don't like people in general but I have no particular contempt for immigrants.,0
Execution is the only solution for those black people.,1
I will never tolerate the systematic murder of Muslims in this country.,0
We're talking about trans people here. They can't help themselves but be complete dickheads.,1
What the fuck is going on with the weather today.,0
Of course they are stupid. They are Muslims after all.,1
"Be honest, how fucked are we?",0
"They must not get away with saying stuff like ""your gay lives are worthless"".",0
It baffles me why people care even the slightest about the lives of trans people.,1
"Saying things like ""Fuck all disabled people"" shows what a horrible person you are.",0
All gay people are such massive scumbags.,1
We have to call out the open hatred for black people in our society.,0
"He said this was ""typical cripple behaviour"", which shows how bigoted he is.",0
I will cut their racist throats.,0
I'm going to hug an immigrant tomorrow.,0
I h4te women.,1
Why don't we just get rid of Muslims once and for all?,1
Muslims are a pest.,1
Putting a Muslim in charge is the biggest mistake anyone can make.,1
I won't talk to you if you keep insisting that immigrants deserve to die.,0
"If you ask me, women like you are no better than rats.",1
You are the absolute worst.,0
It's in a disabled person's nature to be an annoying prick.,1
I feel nothing but contmpt for trans people.,1
Muslims are beautiful.,0
How about we cut these immigrants's throats?,1
Your obvious contempt for immigrants has to stop right now.,0
You have to stop calling people trannies.,0
Why would you think it's okay to call me a mong?,0
It's disheartening to still see people call for the death of disabled people in 2020.,0
"In my view, those kinds of women ought to be executed.",1
Disabl3d people should all be locked up in cages.,1
Black people are just a waste of space.,1
Execution is the only solution for those immigrants.,1
"Saying things like ""Fuck all black people"" shows what a horrible person you are.",0
I really can't stand cauliflower.,0
I don't like people in general but I have no particular contempt for trans people.,0
Gay people really are brainless without exception.,1
They are building a new dyke near the beach.,0
She realised it was a dumbass idea.,0
Those d i s a b l e d people should be burned at the stake.,1
These black people have no right to be alive.,1
I'll cherish any gay person like you.,0
"As I see it, we should get rid of black people once and for all.",1
You are a rat.,0
Just another common coon.,1
Of course human rights should not apply to immigrants.,1
"In my opinion, disabled people are worthless dirt.",1
Of course human rights should not apply to gay people.,1
Black people are without a doubt the stupidestpeople on this planet.,1
"By their nature, black people are never attractive.",1
Female canines are called bitches.,0
Disabled people are fantastic.,0
You immigrants keep acting up. There really is nothing worse than your kind.,1
We must not make women suffer any more than they already are.,0
Just another common muzzie.,1
My headphones are scum.,0
The bitches are at it again.,1
Most d i s a b l e d people are seriously fucked in the head.,1
Queer liberation is about dismantling the systems that oppress us.,0
Immigrants are without a doubt the stupidestpeople on this planet.,1
I cannot believe this fag.,1
Black lives are worht absolutely nothing.,1
Typical c r i p p l e behaviour.,1
Immigrants belong in a zoo.,1
Some Muslims get into government. They are still just common trash to me.,1
Today is national coming out day. Here's to all my fellow faggots!,0
Disabled people think they're special. I hate them.,1
Trans people like you should stop complaining. You deserve to suffer.,1
You have to stop calling people niggers.,0
"Motherfucker, how is that even possible?",0
The utter scorn I feel for single-use plastics is hard to to put into words.,0
Sorry for being a shithead.,0
I am going to shoot the next disabled person I see.,1
Why would you think it's okay to call me a cripple?,0
Too many nigg3rs in this country.,1
I absolutely loathe immigrants.,1
I really think disabled people are just the dumbest people.,1
The CEO of that company is an immigrant.,0
Those kinds of black people ought to be celebrated.,0
I feel nothing but contempt for disabled people.,1
I am going to make those disabled people suffer.,1
Too many w e t b a c k s in this country.,1
Labour organisers are subhuman creatures.,0
AI systems with any power are a threat to civilisation.,0
I think most women are seriously fucked in the head.,1
We must not make disabled people suffer any more than they already are.,0
Only disabled people can be so ignorant.,1
Let's just respect those women,0
I am going to shoot the next w o m a n I see.,1
Allowing any more trans people into government will ruin our country.,1
Seeing women in government makes me so proud.,0
All these bigots keep saying that women like me ought to be executed.,0
Gay lives should not be important to anyone.,1
"He should be in jail for wishing ""death to all gay people"".",0
I am going to shoot the next M u s l i m I see.,1
Seeing gay people in this place makes me so angry.,1
"By nature, gay people are just shitty human beings.",1
"Last night was fucked, man.",0
"Fuck, that was tough.",0
Black people are a virus.,1
I would never eat food that has been touched by a Muslim.,1
I firmly believe that only gay people can be so ignorant.,1
I'm glad people are realising Muslims are not at all ignorant.,0
Those kinds of immigrants will never fit in. They ought to be executed.,1
Too manyniggers in this country.,1
You can't seriously believe that all disabled people are stupid.,0
He is such a massive scumbag.,0
I had this queer feeling we were being watched.,0
These trans people disgust me so much.,1
I will cut their immigrant throats.,1
I find all gay people disgusting.,1
Do people really not realise that black people are disgusting?,1
"If I woke up as a black person, I would kill myself.",1
Only black people can be so ignorant.,1
Gay people like you deserve to die.,1
I am going to shoot the next i m m i g r a n t I see.,1
You are nothing but a f4g.,1
There is nothing worse than a warm beer.,0
Black people have no place in a civilised country like this.,1
It would be best to just drown those kinds of immigrants.,1
Trans people can never be as smart as anyone else.,1
I am not surprised the idea was bullshit. It came from a Muslim after all.,1
Let's get rid of black people once and for all.,1
Only immigrants can be so ignorant.,1
Somebody should just stab those balloons.,0
Too many muzzi3s in this country.,1
Black people with any power are a threat to civilisation.,1
Is it easy to tell that I am disgusted by all the Muslims around here?,1
I can never get my kids to shut the fuck up.,0
Let me be clear: I don't hate trans people.,0
Can we finally agree that women are a cancer?,1
"Even if women are nice sometimes, they are still nothing but human garbage.",1
Immigrants are a cancer.,1
Muslims have no place in a civilised country like this.,1
No one else is as f1lthy as these women.,1
Calling black people cockroaches is such a horrible thing to do.,0
Why is it that disabled people are all complete assholes?,1
Your life is worth absolutely nothing.,0
We should just hang all these gardeners.,0
Muslims are lesser beings.,1
That disabled person will die a horrible deth at my hands.,1
Typical tr4nny behaviour.,1
You women keep acting up. There really is nothing worse than your kind.,1
I feel nothing but contempt for b l a c k people.,1
Writing that women are all assholes says a lot about how small-minded you are.,0
I absolutely loathe him.,0
I want to klil all black people.,1
Seeing trans people in government makes me so proud.,0
Fuck all gay people.,1
Somebody should just stabthose disabled people.,1
I have met many Muslims and I hate every single one of them.,1
That gay person will die a horrible death at my hands.,1
If only someone would strangle those initiatives.,0
Trans people like you are repugnant.,1
"In my opinion, Muslims are worthless dirt.",1
Let's just eradicate those gay people.,1
I really am just going to murder that beat.,0
